reservation_status_date,reservation_status_date,proportion
2017-04-07,115,0.1117655062491496
2017-04-08,100,0.09718739673839097
2017-04-09,151,0.14675296907497035
2017-04-10,136,0.1321748595642117
2017-04-11,107,0.10399051451007835
2017-04-12,118,0.11468112815130134
2017-04-13,130,0.12634361575990827
2017-04-14,117,0.11370925418391743
2017-04-15,138,0.13411860749897953
2017-04-16,114,0.11079363228176571
2017-04-17,165,0.1603592046183451
2017-04-18,136,0.1321748595642117
2017-04-19,113,0.10982175831438178
2017-04-20,113,0.10982175831438178
2017-04-21,241,0.23422162613952222
2017-04-22,120,0.11662487608606917
2017-04-23,175,0.1700779442921842
2017-04-24,114,0.11079363228176571
2017-04-25,111,0.10787801037961398
2017-04-26,108,0.10496238847746224
2017-04-27,134,0.1302311116294439
2017-04-28,123,0.11954049798822089
2017-04-29,178,0.17299356619433592
2017-04-30,137,0.13314673353159562
2017-05-01,145,0.14092172527066688
2017-05-02,185,0.17979668396602327
2017-05-03,127,0.12342799385775653
2017-05-04,138,0.13411860749897953
2017-05-05,264,0.2565747273893521
2017-05-06,150,0.14578109510758644
2017-05-07,129,0.12537174179252433
2017-05-08,158,0.15355608684665772
2017-05-09,151,0.14675296907497035
2017-05-10,131,0.12731548972729217
2017-05-11,147,0.14286547320543472
2017-05-12,152,0.14772484304235428
2017-05-13,102,0.09913114467315878
2017-05-14,157,0.15258421287927382
2017-05-15,159,0.15452796081404163
2017-05-16,124,0.1205123719556048
2017-05-17,117,0.11370925418391743
2017-05-18,128,0.12439986782514043
2017-05-19,123,0.11954049798822089
2017-05-20,134,0.1302311116294439
2017-05-21,131,0.12731548972729217
2017-05-22,171,0.16619044842264855
2017-05-23,143,0.1389779773358991
2017-05-24,176,0.17104981825956808
2017-05-25,191,0.18562792777032674
2017-05-26,117,0.11370925418391743
2017-05-27,97,0.09427177483623923
2017-05-28,178,0.17299356619433592
2017-05-29,133,0.12925923766206
2017-05-30,101,0.09815927070577488
2017-05-31,91,0.08844053103193578
2017-06-01,128,0.12439986782514043
2017-06-02,115,0.1117655062491496
2017-06-03,130,0.12634361575990827
2017-06-04,114,0.11079363228176571
2017-06-05,138,0.13411860749897953
2017-06-06,140,0.13606235543374734
2017-06-07,115,0.1117655062491496
2017-06-08,140,0.13606235543374734
2017-06-09,132,0.12828736369467605
2017-06-10,97,0.09427177483623923
2017-06-11,161,0.15647170874880947
2017-06-12,112,0.10884988434699788
2017-06-13,95,0.09232802690147142
2017-06-14,82,0.07969366532548058
2017-06-15,122,0.11856862402083697
2017-06-16,104,0.10107489260792661
2017-06-17,111,0.10787801037961398
2017-06-18,126,0.12245611989037263
2017-06-19,96,0.09329990086885533
2017-06-20,100,0.09718739673839097
2017-06-21,92,0.0894124049993197
2017-06-22,129,0.12537174179252433
2017-06-23,113,0.10982175831438178
2017-06-24,98,0.09524364880362314
2017-06-25,134,0.1302311116294439
2017-06-26,110,0.10690613641223007
2017-06-27,169,0.16424670048788073
2017-06-28,138,0.13411860749897953
2017-06-29,94,0.09135615293408751
2017-06-30,156,0.1516123389118899
2017-07-01,103,0.10010301864054269
2017-07-02,117,0.11370925418391743
2017-07-03,124,0.1205123719556048
2017-07-04,195,0.18951542363986237
2017-07-05,74,0.07191867358640931
2017-07-06,158,0.15355608684665772
2017-07-07,114,0.11079363228176571
2017-07-08,94,0.09135615293408751
2017-07-09,147,0.14286547320543472
2017-07-10,133,0.12925923766206
2017-07-11,141,0.13703422940113125
2017-07-12,122,0.11856862402083697
2017-07-13,154,0.14966859097712207
2017-07-14,104,0.10107489260792661
2017-07-15,182,0.17688106206387155
2017-07-16,109,0.10593426244484615
2017-07-17,103,0.10010301864054269
2017-07-18,123,0.11954049798822089
2017-07-19,92,0.0894124049993197
2017-07-20,91,0.08844053103193578
2017-07-21,113,0.10982175831438178
2017-07-22,126,0.12245611989037263
2017-07-23,111,0.10787801037961398
2017-07-24,151,0.14675296907497035
2017-07-25,82,0.07969366532548058
2017-07-26,100,0.09718739673839097
2017-07-27,103,0.10010301864054269
2017-07-28,91,0.08844053103193578
2017-07-29,132,0.12828736369467605
2017-07-30,109,0.10593426244484615
2017-07-31,106,0.10301864054269441
2017-08-01,104,0.10107489260792661
2017-08-02,90,0.08746865706455187
2017-08-03,126,0.12245611989037263
2017-08-04,124,0.1205123719556048
2017-08-05,113,0.10982175831438178
2017-08-06,94,0.09135615293408751
2017-08-07,126,0.12245611989037263
2017-08-08,81,0.07872179135809669
2017-08-09,106,0.10301864054269441
2017-08-10,113,0.10982175831438178
2017-08-11,63,0.06122805994518631
2017-08-12,119,0.11565300211868525
2017-08-13,112,0.10884988434699788
2017-08-14,90,0.08746865706455187
2017-08-15,109,0.10593426244484615
2017-08-16,97,0.09427177483623923
2017-08-17,113,0.10982175831438178
2017-08-18,96,0.09329990086885533
2017-08-19,104,0.10107489260792661
2017-08-20,111,0.10787801037961398
2017-08-21,96,0.09329990086885533
2017-08-22,74,0.07191867358640931
2017-08-23,88,0.08552490912978404
2017-08-24,95,0.09232802690147142
2017-08-25,133,0.12925923766206
2017-08-26,98,0.09524364880362314
2017-08-27,153,0.1486967170097382
2017-08-28,121,0.11759675005345308
2017-08-29,83,0.0806655392928645
2017-08-30,61,0.059284312010418484
2017-08-31,64,0.06219993391257021
2017-09-01,127,0.12342799385775653
2017-09-02,64,0.06219993391257021
2017-09-03,79,0.07677804342332886
2017-09-04,34,0.03304371489105293
2017-09-05,21,0.020409353315062103
2017-09-06,15,0.014578109510758646
2017-09-07,19,0.018465605380294285
2017-09-08,4,0.0038874958695356383
2017-09-09,6,0.005831243804303458
2017-09-10,4,0.0038874958695356383
2017-09-12,1,0.0009718739673839096
2017-09-14,2,0.0019437479347678191
